_id,INTERSECTION_ID,LINEAR_NAME_FULL_1,LINEAR_NAME_FULL_2,MI_PRINX,OBJECTID,ID,CLIENT_STREET_1,CLIENT_STREET_2,RLC,TCS,NAME,ADDITIONAL_INFO,MAIN,SIDE1,SIDE2,MID_BLOCK,PRIVATE_ACCESS,DISTRICT,WARD_1,WARD_2,WARD_3,WARD_4,POLICE_DIVISION_1,POLICE_DIVISION_2,POLICE_DIVISION_3,ACTIVATION_DATE,geometry
23,13457150,Dufferin St,Glencairn Ave,23,23,23,DUFFERIN ST,GLENCAIRN AVE,6025,0613,Dufferin St And Glencairn Ave,None,DUFFERIN ST,GLENCAIRN AVE,None,None,None,North York,Eglinton-Lawrence(8),None,None,None,13,None,None,2009-03-19T00:00:00,"{""coordinates"": [[-79.4531800071891, 43.706982004009]], ""type"": ""MultiPoint""}"
24,13456854,Overlea Blvd,Thorncliffe Park Dr,24,24,24,OVERLEA BLVD,THORNCLIFFE PARK DR,6026,0679,Overlea Blvd And Thorncliffe Park Dr,EAST INTERSECTION,OVERLEA BLVD,THORNCLIFFE PARK DR,None,None,None,North York,Don Valley West(15),None,None,None,53,None,None,2008-10-29T00:00:00,"{""coordinates"": [[-79.3436250025507, 43.7074730060253]], ""type"": ""MultiPoint""}"
25,13447843,Kennedy Rd,Ellesmere Rd,25,25,25,KENNEDY RD,ELLESMERE RD,6027,0696,Kennedy Rd And Ellesmere Rd,None,KENNEDY RD,ELLESMERE RD,None,None,None,Scarborough,Scarborough Centre(21),None,None,None,41,None,None,2008-03-28T00:00:00,"{""coordinates"": [[-79.2810780069511, 43.7658020019069]], ""type"": ""MultiPoint""}"
26,13444761,Leslie St,Finch Ave E,26,26,26,LESLIE ST,FINCH AVE E,6028,0868,Leslie St And Finch Ave E,None,LESLIE ST,FINCH AVE E,None,None,None,North York,Don Valley North(17),None,None,None,33,None,None,2008-10-21T00:00:00,"{""coordinates"": [[-79.3680670004262, 43.7900119961954]], ""type"": ""MultiPoint""}"
27,13444601,Birchmount Rd,Huntingwood Dr,27,27,27,BIRCHMOUNT RD,HUNTINGWOOD DR,6029,0987,Birchmount Rd And Huntingwood Dr,None,BIRCHMOUNT RD,HUNTINGWOOD DR,None,None,None,Scarborough,Scarborough-Agincourt(22),None,None,None,42,None,None,2009-03-17T00:00:00,"{""coordinates"": [[-79.3022949978243, 43.7904399964523]], ""type"": ""MultiPoint""}"
28,13443303,Kingston Rd,Port Union Rd,28,28,28,KINGSTON RD,PORT UNION RD,6030,1201,Kingston Rd And Port Union Rd / Sheppard Ave E,None,KINGSTON RD,PORT UNION RD,SHEPPARD AVE E,None,None,Scarborough,Scarborough-Rouge Park(25),None,None,None,42,None,None,2008-03-18T00:00:00,"{""coordinates"": [[-79.1462229994315, 43.7989240015282]], ""type"": ""MultiPoint""}"
29,13468898,Bloor St W,The West Mall,29,29,29,BLOOR ST W,THE WEST MALL,6031,0793,Bloor St W And The West Mall,None,BLOOR ST W,THE WEST MALL,None,None,None,Etobicoke York,Etobicoke Centre(2),None,None,None,22,None,None,2009-03-19T00:00:00,"{""coordinates"": [[-79.5623179959463, 43.6356249939783]], ""type"": ""MultiPoint""}"
30,13470138,The Queensway,The West Mall,30,30,30,THE QUEENSWAY,THE WEST MALL,6032,0912,The Queensway And The West Mall,None,THE QUEENSWAY,THE WEST MALL,None,None,None,Etobicoke York,Etobicoke-Lakeshore(3),None,None,None,22,None,None,2008-11-20T00:00:00,"{""coordinates"": [[-79.5626769977969, 43.6123069968059]], ""type"": ""MultiPoint""}"
31,13470661,Lake Shore Blvd W,Thirty Seventh St,31,31,31,LAKE SHORE BLVD W,THIRTY SEVENTH ST,6033,0241,Lake Shore Blvd W And Thirty Seventh St / Private Access,None,LAKE SHORE BLVD W,THIRTY SEVENTH ST,PRIVATE ACCESS,None,None,Etobicoke York,Etobicoke-Lakeshore(3),None,None,None,22,None,None,2009-03-19T00:00:00,"{""coordinates"": [[-79.5381799940711, 43.5933960003353]], ""type"": ""MultiPoint""}"
32,13470261,Kipling Ave,Horner Ave,32,32,32,KIPLING AVE,HORNER AVE,6034,0764,Kipling Ave And Horner Ave,None,KIPLING AVE,HORNER AVE,None,None,None,Etobicoke York,Etobicoke-Lakeshore(3),None,None,None,22,None,None,2008-03-19T00:00:00,"{""coordinates"": [[-79.5207509976317, 43.6072009967797]], ""type"": ""MultiPoint""}"
33,13470082,The Queensway,North Queen St,33,33,33,THE QUEENSWAY,NORTH QUEEN ST,6035,0917,The Queensway And North Queen St / Private Access @ Sherway Gardens,None,THE QUEENSWAY,NORTH QUEEN ST,PRIVATE ACCESS,None,SHERWAY GARDENS,Etobicoke York,Etobicoke-Lakeshore(3),None,None,None,22,None,None,2009-04-02T00:00:00,"{""coordinates"": [[-79.5561539918499, 43.6142170046664]], ""type"": ""MultiPoint""}"
34,13453096,Wilson Ave,Transit Rd,34,34,34,WILSON AVE,TRANSIT RD,6036,1237,Wilson Ave And Transit Rd / Billy Bishop Way,WILSON STN ENTRANCE,WILSON AVE,TRANSIT RD,BILLY BISHOP WAY,None,None,North York,York Centre(6),None,None,None,32,None,None,2009-08-21T00:00:00,"{""coordinates"": [[-79.4528629934421, 43.7333830014361]], ""type"": ""MultiPoint""}"
35,13468837,Lake Shore Blvd W,Windermere Ave,35,35,35,LAKE SHORE BLVD W,WINDERMERE AVE,6037,0229,Lake Shore Blvd W And Windermere Ave / Private Access,None,LAKE SHORE BLVD W,WINDERMERE AVE,PRIVATE ACCESS,None,None,Toronto and East York,Parkdale-High Park(4),None,None,None,11,None,None,2008-05-29T00:00:00,"{""coordinates"": [[-79.46814699688, 43.6351890029381]], ""type"": ""MultiPoint""}"
36,13442867,Warden Ave,McNicoll Ave,36,36,36,WARDEN AVE,MCNICOLL AVE,6038,1287,Warden Ave And Mcnicoll Ave,None,WARDEN AVE,MCNICOLL AVE,None,None,None,Scarborough,Scarborough-Agincourt(22),None,None,None,42,None,None,2009-03-17T00:00:00,"{""coordinates"": [[-79.3209749936509, 43.8063490021709]], ""type"": ""MultiPoint""}"
37,13454197,Keele St,Wilson Ave,37,37,37,KEELE ST,WILSON AVE,6039,0597,Keele St And Wilson Ave,None,KEELE ST,WILSON AVE,None,None,None,North York,York Centre(6),None,None,None,31,None,None,2008-05-29T00:00:00,"{""coordinates"": [[-79.4820690045095, 43.7266419991172]], ""type"": ""MultiPoint""}"
38,13464191,Lansdowne Ave,Dupont St,38,38,38,LANSDOWNE AVE,DUPONT ST,6040,0844,Lansdowne Ave And Dupont St,None,LANSDOWNE AVE,DUPONT ST,None,None,None,Toronto and East York,Davenport(9),None,None,None,11,None,None,2008-03-26T00:00:00,"{""coordinates"": [[-79.4464609943321, 43.6667250002628]], ""type"": ""MultiPoint""}"
39,13468197,Queen St W,Lansdowne Ave,39,39,39,QUEEN ST W,LANSDOWNE AVE,6041,1981,Queen St W And Lansdowne Ave / Jameson Ave,None,QUEEN ST W,LANSDOWNE AVE,JAMESON AVE,None,None,Toronto and East York,Parkdale-High Park(4),None,None,None,11,14,None,2009-01-21T00:00:00,"{""coordinates"": [[-79.4369899986827, 43.6405599995531]], ""type"": ""MultiPoint""}"
40,13467689,Burnhamthorpe Rd,The East Mall,40,40,40,BURNHAMTHORPE RD,THE EAST MALL,6042,0948,Burnhamthorpe Rd And The East Mall,None,BURNHAMTHORPE RD,THE EAST MALL,None,None,None,Etobicoke York,Etobicoke Centre(2),None,None,None,22,None,None,2008-03-26T00:00:00,"{""coordinates"": [[-79.5599919958505, 43.6463030043403]], ""type"": ""MultiPoint""}"
41,13451388,Keele St,Sheppard Ave W,41,41,41,KEELE ST,SHEPPARD AVE W,6043,0600,Keele St And Sheppard Ave W,None,KEELE ST,SHEPPARD AVE W,None,None,None,North York,York Centre(6),None,None,None,31,None,None,2009-03-17T00:00:00,"{""coordinates"": [[-79.4864519947699, 43.7447770044339]], ""type"": ""MultiPoint""}"
42,13460183,Jane St,Bala Ave,42,42,42,JANE ST,BALA AVE,6045,1317,Jane St And Bala Ave / Emmett Ave,None,JANE ST,BALA AVE,EMMETT AVE,None,None,Etobicoke York,York South-Weston(5),None,None,None,12,None,None,2008-05-16T00:00:00,"{""coordinates"": [[-79.5006009970776, 43.6901420045761]], ""type"": ""MultiPoint""}"
43,13451997,Jane St,Clair Rd,43,43,43,JANE ST,CLAIR RD,6046,1127,Jane St And Clair Rd / Spenvalley Dr,None,JANE ST,CLAIR RD,SPENVALLEY DR,None,None,Etobicoke York,Humber River-Black Creek(7),None,None,None,31,None,None,2008-10-09T00:00:00,"{""coordinates"": [[-79.5136850048347, 43.74124000574]], ""type"": ""MultiPoint""}"
44,,None,None,44,44,44,O CONNOR DR,BERMONDSEY RD,6047,0448,O Connor Dr And Bermondsey Rd / Yardley Ave,None,O CONNOR DR,BERMONDSEY RD,YARDLEY AVE,None,None,Toronto and East York,Beaches-East York(19),None,None,None,54,None,None,2008-08-11T00:00:00,"{""coordinates"": [[-79.3074270054452, 43.7124530074629]], ""type"": ""MultiPoint""}"
45,13458312,Danforth Ave,Birchmount Rd,45,45,45,DANFORTH AVE,BIRCHMOUNT RD,6048,0359,Danforth Ave And Birchmount Rd,None,DANFORTH AVE,BIRCHMOUNT RD,None,None,None,Scarborough,Scarborough Southwest(20),None,None,None,41,None,None,2009-04-01T00:00:00,"{""coordinates"": [[-79.2639990061325, 43.6969930097833]], ""type"": ""MultiPoint""}"
46,13460559,Islington Ave,The Westway,46,46,46,ISLINGTON AVE,THE WESTWAY,6049,0711,Islington Ave And The Westway,None,ISLINGTON AVE,THE WESTWAY,None,None,None,Etobicoke York,Etobicoke Centre(2),None,None,None,23,None,None,2008-12-10T00:00:00,"{""coordinates"": [[-79.5428729970172, 43.6886200015324]], ""type"": ""MultiPoint""}"
47,13462422,Bathurst St,Davenport Rd,47,47,47,BATHURST ST,DAVENPORT RD,6050,0384,Bathurst St And Davenport Rd,None,BATHURST ST,DAVENPORT RD,None,None,None,Toronto and East York,Toronto-St. Paul's(12),None,None,None,13,None,None,2009-03-18T00:00:00,"{""coordinates"": [[-79.415786001934, 43.6767300085459]], ""type"": ""MultiPoint""}"
48,13454488,Warden Ave,Comstock Rd,48,48,48,WARDEN AVE,COMSTOCK RD,6051,0690,Warden Ave And Comstock Rd,None,WARDEN AVE,COMSTOCK RD,None,None,None,Scarborough,Scarborough Southwest(20),None,None,None,41,None,None,2008-10-28T00:00:00,"{""coordinates"": [[-79.2849930048744, 43.7215320000156]], ""type"": ""MultiPoint""}"
49,,None,None,49,49,49,EASTERN AVE,LOWER COXWELL AVE,6053,0301,Eastern Ave And Lower Coxwell Ave,None,EASTERN AVE,LOWER COXWELL AVE,None,None,None,Toronto and East York,Toronto-Danforth(14),Beaches-East York(19),None,None,55,None,None,2009-08-13T00:00:00,"{""coordinates"": [[-79.3162150008697, 43.6654930038606]], ""type"": ""MultiPoint""}"
50,13446743,Midland Ave,Progress Ave,50,50,50,MIDLAND AVE,PROGRESS AVE,6055,0691,Midland Ave And Progress Ave,None,MIDLAND AVE,PROGRESS AVE,None,None,None,Scarborough,Scarborough Centre(21),None,None,None,41,None,None,2009-04-16T00:00:00,"{""coordinates"": [[-79.2729859942398, 43.7729650001435]], ""type"": ""MultiPoint""}"
51,13448868,Lawrence Ave E,Bellamy Rd N,51,51,51,LAWRENCE AVE E,BELLAMY RD N,6056,0416,Lawrence Ave E And Bellamy Rd N,None,LAWRENCE AVE E,BELLAMY RD N,None,None,None,Scarborough,Scarborough Centre(21),Scarborough-Guildwood(24),None,None,43,None,None,2009-04-01T00:00:00,"{""coordinates"": [[-79.2352669931062, 43.757721009063]], ""type"": ""MultiPoint""}"
52,13456762,Danforth Rd,Birchmount Rd,52,52,52,DANFORTH RD,BIRCHMOUNT RD,6058,0417,Danforth Rd And Birchmount Rd,None,DANFORTH RD,BIRCHMOUNT RD,None,None,None,Scarborough,Scarborough Southwest(20),None,None,None,41,None,None,2010-02-25T00:00:00,"{""coordinates"": [[-79.2681300060352, 43.7069980024562]], ""type"": ""MultiPoint""}"
53,13454486,St Clair Ave E,Brimley Rd,53,53,53,ST CLAIR AVE E,BRIMLEY RD,6059,0497,St Clair Ave E And Brimley Rd,None,ST CLAIR AVE E,BRIMLEY RD,None,None,None,Scarborough,Scarborough Southwest(20),None,None,None,41,43,None,2009-08-21T00:00:00,"{""coordinates"": [[-79.241447998072, 43.7208750056158]], ""type"": ""MultiPoint""}"
54,13456952,Keele St,Lawrence Ave W,54,54,54,KEELE ST,LAWRENCE AVE W,6060,0428,Keele St And Lawrence Ave W,None,KEELE ST,LAWRENCE AVE W,None,None,None,Etobicoke York,York South-Weston(5),None,None,None,12,None,None,2009-03-19T00:00:00,"{""coordinates"": [[-79.4780619980855, 43.7086590072417]], ""type"": ""MultiPoint""}"
55,13464908,Bloor St W,Ossington Ave,55,55,55,BLOOR ST W,OSSINGTON AVE,6061,0341,Bloor St W And Ossington Ave,None,BLOOR ST W,OSSINGTON AVE,None,None,None,Toronto and East York,Davenport(9),University-Rosedale(11),None,None,14,None,None,2011-11-22T00:00:00,"{""coordinates"": [[-79.4256589977268, 43.6619839983533]], ""type"": ""MultiPoint""}"
56,13461356,Danforth Ave,Greenwood Ave,56,56,56,DANFORTH AVE,GREENWOOD AVE,6062,0348,Danforth Ave And Greenwood Ave,None,DANFORTH AVE,GREENWOOD AVE,None,None,None,Toronto and East York,Toronto-Danforth(14),None,None,None,54,55,None,2010-01-07T00:00:00,"{""coordinates"": [[-79.3323819969191, 43.6814840035033]], ""type"": ""MultiPoint""}"
57,13463494,Queen St E,Woodbine Ave,57,57,57,QUEEN ST E,WOODBINE AVE,6063,0548,Queen St E And Woodbine Ave,None,QUEEN ST E,WOODBINE AVE,None,None,None,Toronto and East York,Beaches-East York(19),None,None,None,55,None,None,2009-08-06T00:00:00,"{""coordinates"": [[-79.3057750019252, 43.6687570069778]], ""type"": ""MultiPoint""}"
58,13466630,King St E,Jarvis St,58,58,58,KING ST E,JARVIS ST,6064,0003,King St E And Jarvis St,None,KING ST E,JARVIS ST,None,None,None,Toronto and East York,Toronto Centre(13),None,None,None,51,None,None,2009-08-06T00:00:00,"{""coordinates"": [[-79.3719129962965, 43.6504630011365]], ""type"": ""MultiPoint""}"
59,13465164,Lake Shore Blvd E,Leslie St,59,59,59,LAKE SHORE BLVD E,LESLIE ST,6065,0206,Lake Shore Blvd E And Leslie St,None,LAKE SHORE BLVD E,LESLIE ST,None,None,None,Toronto and East York,Toronto-Danforth(14),None,None,None,55,None,None,2009-08-06T00:00:00,"{""coordinates"": [[-79.3284359942956, 43.6592350040891]], ""type"": ""MultiPoint""}"
60,13467011,Lower Jarvis St,The Esplanade,60,60,60,LOWER JARVIS ST,THE ESPLANADE,6066,1392,Lower Jarvis St And The Esplanade,None,LOWER JARVIS ST,THE ESPLANADE,None,None,None,Toronto and East York,Spadina-Fort York(10),Toronto Centre(13),None,None,51,None,None,2009-08-06T00:00:00,"{""coordinates"": [[-79.3709320014031, 43.6482249963251]], ""type"": ""MultiPoint""}"
61,13465837,Lake Shore Blvd E,Carlaw Ave,61,61,61,LAKE SHORE BLVD E,CARLAW AVE,6067,0207,Lake Shore Blvd E And Carlaw Ave,None,LAKE SHORE BLVD E,CARLAW AVE,None,None,None,Toronto and East York,Toronto-Danforth(14),None,None,None,55,None,None,2009-08-06T00:00:00,"{""coordinates"": [[-79.3374340022338, 43.6549600017234]], ""type"": ""MultiPoint""}"
62,13461587,Rogers Rd,Keele St,62,62,62,ROGERS RD,KEELE ST,6068,0394,Rogers Rd And Keele St,None,ROGERS RD,KEELE ST,None,None,None,Etobicoke York,York South-Weston(5),None,None,None,12,None,None,2009-09-08T00:00:00,"{""coordinates"": [[-79.4715979979489, 43.6821360027129]], ""type"": ""MultiPoint""}"
63,13465876,Dundas St W,Bloor St W,63,63,63,DUNDAS ST W,BLOOR ST W,6069,0327,Dundas St W And Bloor St W,None,DUNDAS ST W,BLOOR ST W,None,None,None,Toronto and East York,Parkdale-High Park(4),None,None,None,11,None,None,2009-08-11T00:00:00,"{""coordinates"": [[-79.4524529944122, 43.6563210073069]], ""type"": ""MultiPoint""}"
64,,None,None,64,64,64,YONGE ST,LAWRENCE AVE,6070,0055,Yonge St And Lawrence Ave,None,YONGE ST,LAWRENCE AVE,None,None,None,North York,Eglinton-Lawrence(8),Don Valley West(15),None,None,32,53,None,2009-08-05T00:00:00,"{""coordinates"": [[-79.4021950065855, 43.7251010003172]], ""type"": ""MultiPoint""}"
65,13457863,Eglinton Ave W,Spadina Rd,65,65,65,EGLINTON AVE W,SPADINA RD,6072,0099,Eglinton Ave W And Spadina Rd,None,EGLINTON AVE W,SPADINA RD,None,None,None,North York,Eglinton-Lawrence(8),Toronto-St. Paul's(12),None,None,13,53,None,2010-01-07T00:00:00,"{""coordinates"": [[-79.4191080086644, 43.7023509956489]], ""type"": ""MultiPoint""}"
66,13452266,Lawrence Ave E,Don Mills Rd,66,66,66,LAWRENCE AVE E,DON MILLS RD,6074,0402,Lawrence Ave E And Don Mills Rd,None,LAWRENCE AVE E,DON MILLS RD,None,None,None,North York,Don Valley East(16),None,None,None,33,None,None,2009-09-10T00:00:00,"{""coordinates"": [[-79.3434479955005, 43.7371730050547]], ""type"": ""MultiPoint""}"
67,13443509,Neilson Rd,Sheppard Ave E,67,67,67,NEILSON RD,SHEPPARD AVE E,6075,1222,Neilson Rd And Sheppard Ave E,None,NEILSON RD,SHEPPARD AVE E,None,None,None,Scarborough,Scarborough North(23),Scarborough-Rouge Park(25),None,None,42,None,None,2009-08-04T00:00:00,"{""coordinates"": [[-79.2176650080531, 43.7981220089414]], ""type"": ""MultiPoint""}"
68,13443955,Sheppard Ave E,Malvern St,68,68,68,SHEPPARD AVE E,MALVERN ST,6076,1568,Sheppard Ave E And Malvern St / Progress Ave,None,SHEPPARD AVE E,MALVERN ST,PROGRESS AVE,None,None,Scarborough,Scarborough North(23),None,None,None,42,None,None,2009-08-04T00:00:00,"{""coordinates"": [[-79.2349310078247, 43.7946620094042]], ""type"": ""MultiPoint""}"
69,13444869,Ellesmere Rd,Military Trl,69,69,69,ELLESMERE RD,MILITARY TRL,6077,1195,Ellesmere Rd And Military Trl,None,ELLESMERE RD,MILITARY TRL,None,None,None,Scarborough,Scarborough-Rouge Park(25),None,None,None,43,None,None,2009-08-05T00:00:00,"{""coordinates"": [[-79.1883100064072, 43.7865780023884]], ""type"": ""MultiPoint""}"
70,14228400,Kennedy Rd,401 C E Kennedy Rd Ramp,70,70,70,KENNEDY RD,401 C E KENNEDY RD RAMP,6078,0920,Kennedy Rd And 401 C E Kennedy Rd Ramp / William Kitchen Rd,HWY 401 SOUTH INTERSECTION,KENNEDY RD,401 C E KENNEDY RD RAMP,WILLIAM KITCHEN RD,None,None,Scarborough,Scarborough Centre(21),None,None,None,41,None,None,2017-12-19T00:00:00,"{""coordinates"": [[-79.2838680047475, 43.7731870021528]], ""type"": ""MultiPoint""}"
71,13466730,University Ave,Richmond St W,71,71,71,UNIVERSITY AVE,RICHMOND ST W,6079,0079,University Ave And Richmond St W,None,UNIVERSITY AVE,RICHMOND ST W,None,None,None,Toronto and East York,Spadina-Fort York(10),None,None,None,52,None,None,2017-07-24T00:00:00,"{""coordinates"": [[-79.3862910070768, 43.6500869989537]], ""type"": ""MultiPoint""}"
72,13466117,Adelaide St E,Parliament St,72,72,72,ADELAIDE ST E,PARLIAMENT ST,6080,0214,Adelaide St E And Parliament St,None,ADELAIDE ST E,PARLIAMENT ST,None,None,None,Toronto and East York,Toronto Centre(13),None,None,None,51,None,None,2017-06-05T00:00:00,"{""coordinates"": [[-79.3635979983947, 43.6535639991237]], ""type"": ""MultiPoint""}"
73,13466931,University Ave,Adelaide St W,73,73,73,UNIVERSITY AVE,ADELAIDE ST W,6081,0078,University Ave And Adelaide St W,None,UNIVERSITY AVE,ADELAIDE ST W,None,None,None,Toronto and East York,Spadina-Fort York(10),None,None,None,52,None,None,2017-10-20T00:00:00,"{""coordinates"": [[-79.3855560013834, 43.6488690023181]], ""type"": ""MultiPoint""}"
74,13466604,University Ave,Queen St W,74,74,74,UNIVERSITY AVE,QUEEN ST W,6083,0080,University Ave And Queen St W,None,UNIVERSITY AVE,QUEEN ST W,None,None,None,Toronto and East York,Spadina-Fort York(10),None,None,None,52,None,None,2017-08-31T00:00:00,"{""coordinates"": [[-79.3866280046579, 43.6508519992253]], ""type"": ""MultiPoint""}"
75,13454197,Keele St,Wilson Ave,75,75,75,KEELE ST,WILSON AVE,6084,0597,Keele St And Wilson Ave,None,KEELE ST,WILSON AVE,None,None,None,North York,York Centre(6),None,None,None,31,None,None,2017-10-20T00:00:00,"{""coordinates"": [[-79.4820690045095, 43.7266419991172]], ""type"": ""MultiPoint""}"
76,13468307,Lake Shore Blvd W,Spadina Ave,76,76,76,LAKE SHORE BLVD W,SPADINA AVE,6085,0215,Lake Shore Blvd W And Spadina Ave / Lower Spadina Ave,E/B LAKE SHORE BLVD,LAKE SHORE BLVD W,SPADINA AVE,LOWER SPADINA AVE,None,None,Toronto and East York,Spadina-Fort York(10),None,None,None,14,52,None,2017-08-08T00:00:00,"{""coordinates"": [[-79.3922259986906, 43.6384530045981]], ""type"": ""MultiPoint""}"
77,13469683,Lake Shore Blvd W,Park Lawn Rd,77,77,77,LAKE SHORE BLVD W,PARK LAWN RD,6086,0230,Lake Shore Blvd W And Park Lawn Rd / Marine Parade Dr,None,LAKE SHORE BLVD W,PARK LAWN RD,MARINE PARADE DR,None,None,Etobicoke York,Etobicoke-Lakeshore(3),None,None,None,22,None,None,2017-10-06T00:00:00,"{""coordinates"": [[-79.4812110096601, 43.6229680112056]], ""type"": ""MultiPoint""}"
78,13447964,Sheppard Ave E,Bayview Ave,78,78,78,SHEPPARD AVE E,BAYVIEW AVE,6087,0648,Sheppard Ave E And Bayview Ave,None,SHEPPARD AVE E,BAYVIEW AVE,None,None,None,North York,Willowdale(18),Don Valley North(17),None,None,33,32,None,2017-07-14T00:00:00,"{""coordinates"": [[-79.38805600118, 43.7665890046041]], ""type"": ""MultiPoint""}"
79,13447719,Steeles Ave W,Weston Rd,79,79,79,STEELES AVE W,WESTON RD,6088,1289,Steeles Ave W And Weston Rd,None,STEELES AVE W,WESTON RD,None,None,None,Etobicoke York,Humber River-Black Creek(7),None,None,None,31,None,None,2017-10-30T00:00:00,"{""coordinates"": [[-79.5465260053289, 43.7702810010402]], ""type"": ""MultiPoint""}"
80,13448786,Lawrence Ave E,Greencedar Crct,80,80,80,LAWRENCE AVE E,GREENCEDAR CRCT,6089,0419,Lawrence Ave E And Greencedar Crct / Greenbrae Crct,None,LAWRENCE AVE E,GREENCEDAR CRCT,GREENBRAE CRCT,None,None,Scarborough,Scarborough-Guildwood(24),None,None,None,43,None,None,2017-03-10T00:00:00,"{""coordinates"": [[-79.2330769989999, 43.7581840043566]], ""type"": ""MultiPoint""}"
81,13443562,Finch Ave E,Birchmount Rd,81,81,81,FINCH AVE E,BIRCHMOUNT RD,6090,1138,Finch Ave E And Birchmount Rd,None,FINCH AVE E,BIRCHMOUNT RD,None,None,None,Scarborough,Scarborough-Agincourt(22),None,None,None,42,None,None,2017-03-10T00:00:00,"{""coordinates"": [[-79.3059809951566, 43.7989979995184]], ""type"": ""MultiPoint""}"
82,13468751,Bloor St W,The East Mall,82,82,82,BLOOR ST W,THE EAST MALL,6092,0792,Bloor St W And The East Mall,None,BLOOR ST W,THE EAST MALL,None,None,None,Etobicoke York,Etobicoke Centre(2),Etobicoke-Lakeshore(3),None,None,22,None,None,2017-12-19T00:00:00,"{""coordinates"": [[-79.5567089997178, 43.6369290009577]], ""type"": ""MultiPoint""}"
83,13455040,Wilson Ave,Jane St,83,83,83,WILSON AVE,JANE ST,6094,0532,Wilson Ave And Jane St,None,WILSON AVE,JANE ST,None,None,None,Etobicoke York,Humber River-Black Creek(7),York Centre(6),None,None,31,None,None,2017-03-09T00:00:00,"{""coordinates"": [[-79.5086339938217, 43.7209150020263]], ""type"": ""MultiPoint""}"
84,13442867,Warden Ave,McNicoll Ave,84,84,84,WARDEN AVE,MCNICOLL AVE,6095,1287,Warden Ave And Mcnicoll Ave,None,WARDEN AVE,MCNICOLL AVE,None,None,None,Scarborough,Scarborough-Agincourt(22),None,None,None,42,None,None,2017-03-10T00:00:00,"{""coordinates"": [[-79.3209749936509, 43.8063490021709]], ""type"": ""MultiPoint""}"
85,13446042,Steeles Ave W,Keele St,85,85,85,STEELES AVE W,KEELE ST,6097,0602,Steeles Ave W And Keele St,None,STEELES AVE W,KEELE ST,None,None,None,Etobicoke York,Humber River-Black Creek(7),York Centre(6),None,None,31,None,None,2017-03-10T00:00:00,"{""coordinates"": [[-79.4945059992452, 43.7815790029302]], ""type"": ""MultiPoint""}"
86,13467345,University Ave,Wellington St W,86,86,86,UNIVERSITY AVE,WELLINGTON ST W,6098,0076,University Ave And Wellington St W,None,UNIVERSITY AVE,WELLINGTON ST W,None,None,None,Toronto and East York,Spadina-Fort York(10),None,None,None,52,None,None,2017-09-06T00:00:00,"{""coordinates"": [[-79.3840989922877, 43.6463830046885]], ""type"": ""MultiPoint""}"
87,13452362,Albion Rd,Kipling Ave,87,87,87,ALBION RD,KIPLING AVE,6099,0734,Albion Rd And Kipling Ave,None,ALBION RD,KIPLING AVE,None,None,None,Etobicoke York,Etobicoke North(1),None,None,None,23,None,None,2017-07-10T00:00:00,"{""coordinates"": [[-79.5804020028511, 43.7397240059444]], ""type"": ""MultiPoint""}"
88,13469800,The Queensway,Kipling Ave,88,88,88,THE QUEENSWAY,KIPLING AVE,6100,0568,The Queensway And Kipling Ave,None,THE QUEENSWAY,KIPLING AVE,None,None,None,Etobicoke York,Etobicoke-Lakeshore(3),None,None,None,22,None,None,2018-09-05T00:00:00,"{""coordinates"": [[-79.5267410052857, 43.6209179956827]], ""type"": ""MultiPoint""}"
89,13444088,Finch Ave E,Gordon Baker Rd,89,89,89,FINCH AVE E,GORDON BAKER RD,6101,1181,Finch Ave E And Gordon Baker Rd / Finch E 404 N Ramp,None,FINCH AVE E,GORDON BAKER RD,FINCH E 404 N RAMP,None,None,North York,Don Valley North(17),None,None,None,33,None,None,2017-11-30T00:00:00,"{""coordinates"": [[-79.3412610045643, 43.7951470000125]], ""type"": ""MultiPoint""}"
90,13463674,Jarvis St,Isabella St,90,90,90,JARVIS ST,ISABELLA ST,6102,0012,Jarvis St And Isabella St,None,JARVIS ST,ISABELLA ST,None,None,None,Toronto and East York,Toronto Centre(13),None,None,None,51,None,None,2017-03-13T00:00:00,"{""coordinates"": [[-79.3794520049809, 43.6688930027192]], ""type"": ""MultiPoint""}"
91,13452352,Danforth Rd,Brimley Rd,91,91,91,DANFORTH RD,BRIMLEY RD,6103,0378,Danforth Rd And Brimley Rd,None,DANFORTH RD,BRIMLEY RD,None,None,None,Scarborough,Scarborough Southwest(20),None,None,None,41,43,None,2017-03-10T00:00:00,"{""coordinates"": [[-79.2473840010046, 43.7351730038106]], ""type"": ""MultiPoint""}"
92,13442036,McCowan Rd,McNicoll Ave,92,92,92,MCCOWAN RD,MCNICOLL AVE,6105,1493,Mccowan Rd And Mcnicoll Ave,None,MCCOWAN RD,MCNICOLL AVE,None,None,None,Scarborough,Scarborough North(23),None,None,None,42,None,None,2017-03-14T00:00:00,"{""coordinates"": [[-79.2719800057721, 43.8179410082595]], ""type"": ""MultiPoint""}"
